,Unnamed: 0,REFCODE,Formula,SymMol,Cryst_spgr,Spgr_N,C_x,C_y,C_z,Mol_R,Mol_V,Cell_a,CCDC_ID
820,14,ZZZWMY02,C21 Cl2 H12 Sb1,3 2,P 43 3 2,212,0.875,0.625,0.375,6.40813,1102.22,12.6113,1197341
821,15,REYGIL,C15 Cl3 N3 O8 Os3 S2,3 2,P 43 3 2,212,0.625,0.625,0.625,6.39492,1095.42,13.458,792065
822,16,EWEPAA,Ag3 C12 H36 N6 Rh2 S6,3 2,P 43 3 2,212,0.363928,0.363928,0.363928,5.77704,807.592,19.3336,233570
823,17,EWEPAA,C4 H4 O6,2,P 43 3 2,212,0.248977,0.00102343,0.125,2.80998,92.9362,19.3336,233570
824,0,FUBYUW,C4 Co1 O4,-4 3 m,P -4 3 m,215,0.5,0.5,0.5,2.88739,100.83,5.542,280030
825,1,YUMNUP,B4 C16 H36 Zr1,-4 3 m,P -4 3 m,215,1.0,1.0,1.0,4.99199,521.072,8.666,1121330
826,0,CESVEC,C24 Cd1 H30 N12 S6,3,P -4 3 n,218,0.172775,0.172775,0.172775,6.27843,1036.64,19.491,112896
827,1,CESVEC,Cl1 O4,-4 3 m,P -4 3 n,218,0.0,0.0,0.0,1.41351,11.8296,19.491,112896
828,2,CESVEC,Cl1 O4,-4 3 m,P -4 3 n,218,0.5,0.0,0.25,1.44815,12.7208,19.491,112896
829,3,CESVEC,Cl1 O4,-4 3 m,P -4 3 n,218,0.808478,0.191522,0.191522,1.43403,12.3524,19.491,112896
830,4,FEKPIV,C24 H52 Ni4 O8 P4,-4,P -4 3 n,218,1.0,0.25,0.5,6.20798,1002.13,18.9491,254655
831,5,BUPVIR,C24 Cr4 S4,-4,P -4 3 n,218,0.25,0.5,0.0,4.55126,394.886,16.176,90998
832,6,FISCOC,C26 H28 N6 Ni1 O4 S2,2 2 2,P -4 3 n,218,0.5,1.0,1.0,7.99813,2143.1,17.2262,266967
833,7,FISCOC,C2 H3 N1,3 m,P -4 3 n,218,0.831483,0.831483,0.831483,2.0642,36.8409,17.2262,266967
834,8,KOXKOX,C16 Ga4 H36 Se4,-4,P -4 3 n,218,-0.25,-0.5,0.0,5.60096,735.974,17.667,492009
835,9,BUPVIR01,C24 Cr4 H28 S4,-4,P -4 3 n,218,-0.25,-0.5,0.0,5.55801,719.173,16.154,90999
836,10,NAWWAK,C45 H51 Ir1 O3 P5,3,P -4 3 n,218,0.81229,0.81229,0.81229,6.92248,1389.51,21.4631,603282
837,11,NAWWAK,B1 F4,-4 3 m,P -4 3 n,218,0.87942,1.12058,0.87942,1.37102,10.7946,21.4631,603282
838,12,PUSSUR,Ge4 Se10,-4 3 m,P -4 3 n,218,0.0,0.5,0.25,4.59003,405.062,20.028,726181
839,13,PUSSUR,Ge4 Se10,-4 3 m,P -4 3 n,218,0.0,0.0,0.0,4.59289,405.821,20.028,726181
840,14,PUSSUR,C4 H12 N1,3,P -4 3 n,218,0.336465,0.336465,0.336465,2.0906,38.2728,20.028,726181
841,15,PUSSUR,C4 H12 N1,1,P -4 3 n,218,0.152759,0.339276,0.0832471,2.08771,38.1139,20.028,726181
842,16,QOPZOL,C42 Cu4 H33 I1 N24 S6,3,P -4 3 n,218,0.15463,0.84537,0.84537,9.82127,3968.07,22.4646,760008
843,17,GUHNUS,C72 H60 Sn5,2 3,P -4 3 n,218,0.0,0.0,0.0,7.39025,1690.65,15.507,325779
844,18,GUHNUS,C6,2 2 2,P -4 3 n,218,0.0,0.5,0.5,1.35531,10.4278,15.507,325779
845,19,KOXKOX,C16 Ga4 H36 Se4,2 3,P -4 3 n,218,0.0,0.0,0.0,5.72884,787.546,17.667,492009
846,20,SENLAY,C16 H36 P4 Si4,2 3,P -4 3 n,218,1.0,1.0,1.0,5.00804,526.113,17.409,832034
847,21,SENLAY,C16 H36 P4 Si4,-4,P -4 3 n,218,0.25,0.5,0.0,5.44165,674.945,17.409,832034
848,22,TAMCUG01,Cl10 Cu4 O1,-4 3 m,P -4 3 n,218,0.25,0.0,0.5,4.18856,307.801,19.361,868114
849,23,TAMCUG01,Cl10 Cu4 O1,-4 3 m,P -4 3 n,218,0.0,0.0,0.0,4.1616,301.895,19.361,868114
850,24,TAMCUG01,C4 N1,-4 3 m,P -4 3 n,218,0.33646,0.33646,0.33646,1.40701,11.6671,19.361,868114
851,25,TAMCUG01,C4 N1,-4 3 m,P -4 3 n,218,0.85488,0.33928,0.92332,1.511,14.45,19.361,868114
852,26,UDIJEY,C16 F36 O4 Tl4,-4,P -4 3 n,218,0.5,0.75,1.0,5.62418,745.165,18.4447,916601
853,27,UDIJEY,C16 F36 O4 Tl4,2 3,P -4 3 n,218,1.0,1.0,1.0,5.59611,734.067,18.4447,916601
854,28,RUQMEV,C12 Cu4 H36 I4 N4,2 3,P -4 3 n,218,0.5,0.5,0.5,5.39513,657.782,17.976,813634
855,29,QUKVOI,Ag6 Bi3 C108 Cl3 H117 P3 S12,3,P -4 3 n,218,0.302084,0.302084,0.697916,10.3495,4643.34,31.619,769266
856,30,WABLOC,C16 H36 O4 Tl4,2 3,P -4 3 n,218,0.5,0.5,0.5,5.03489,534.62,17.15,993881
857,31,WABLOC,C16 H36 O4 Tl4,-4,P -4 3 n,218,0.75,1.0,0.5,5.06202,543.31,17.15,993881
858,32,YAFTIL02,C16 H36 N1,-4,P -4 3 n,218,0.5,0.25,1.0,5.88773,854.906,18.5044,1083711
859,33,YAFTIL02,C1 Cl9 Si3,3,P -4 3 n,218,0.177968,0.177968,0.822032,3.31496,152.584,18.5044,1083711
860,34,YEBKUL,Ge4 S10,-4 3 m,P -4 3 n,218,0.0,0.0,0.0,4.38259,352.588,19.554,1091807
861,35,YEBKUL,Ge4 S10,-4 3 m,P -4 3 n,218,0.5,0.25,0.0,4.33448,341.103,19.554,1091807
862,36,YEBKUL,C4 H12 N1,-4 3 m,P -4 3 n,218,0.837435,0.162565,0.162565,2.01989,34.5188,19.554,1091807
863,37,YEBKUL,C4 H12 N1,4 3 2,P -4 3 n,218,0.653324,0.420612,0.161635,2.07354,37.3436,19.554,1091807
864,38,RUQMEV,C12 Cu4 H36 I4 N4,-4 2 m,P -4 3 n,218,0.0,0.5,0.25,5.42937,670.383,17.976,813634
865,39,RALJIB,C20 H21 N3 O6,3,P -4 3 n,218,0.370801,0.629199,0.629199,7.65819,1881.29,15.87,1190799
866,40,ZOHQAQ,C28 Cu4 H52 I4 N4,2 3,P -4 3 n,218,1.0,1.0,1.0,7.30898,1635.48,19.7281,1146618
867,41,ZOHQAQ,C28 Cu4 H52 I4 N4,-4,P -4 3 n,218,0.5,0.75,1.0,7.29746,1627.76,19.7281,1146618
868,42,VUBYAV,C40 Ge4 H60 N4,2 3,P -4 3 n,218,0.5,0.5,0.5,6.82792,1333.34,19.535,985720
869,43,CESHAK,C84 Cu24 H120 I10 N72,2 3,P -4 3 n,218,0.0,0.0,1.0,10.303,4581.1,22.4209,112664
870,44,CESHAK,Mo12 O40 P1,-4 3 m,P -4 3 n,218,0.0,0.25,0.5,5.24808,605.448,22.4209,112664
871,45,VUBYAV,C40 Ge4 H60 N4,-4 2 m,P -4 3 n,218,0.0,0.75,0.5,6.82376,1330.91,19.535,985720
872,0,ZISCUC01,Cl4 Fe1,-4 3 m,P m -3 m,221,0.9768,1.0168,1.019,2.0635,36.8033,6.989,1142644
873,1,ZISCUC01,C4 Cl1 H11 N1,m,P m -3 m,221,0.466988,0.521776,0.505382,2.67326,80.0205,6.989,1142644
874,0,EJAKUY04,B12 Cl12,1,P m -3 n,223,0.0,0.0,0.0,3.48885,177.878,10.5198,210384
875,0,XASZIC,C24 H48 Mn1 O6,-3,P n -3,201,0.5,0.0,0.0,5.23418,600.651,14.825,1043678
876,1,XASZIC,F6 P1,m -3 m,P n -3,201,0.75,0.25,0.25,1.59784,17.0873,14.825,1043678
877,2,XASZIC,F6 P1,m -3 m,P n -3,201,0.25,0.25,0.25,1.59013,16.8412,14.825,1043678
878,3,XASZIC01,C24 H48 Mn1 O6,-3,P n -3,201,0.0,0.0,0.0,5.23451,600.763,15.0,1043679
879,4,XASZIC01,F6 P1,m -3 m,P n -3,201,0.25,-0.25,0.25,1.5987,17.115,15.0,1043679
880,5,XASZIC01,F6 P1,m -3 m,P n -3,201,0.25,0.25,0.25,1.5681,16.1509,15.0,1043679
881,6,LULZUO,C54 H120 Li6 N18,-3,P n -3,201,0.0,0.5,0.0,7.50113,1767.89,19.0172,541601
882,7,VEDZOT,As6 C144 H120 P8 Pd9,2 3,P n 3,201,0.25,0.25,0.25,9.02551,3079.58,19.615,960770
883,0,BALZUJ,C12 O16 Re4,-4 3 m,P n 3 m,224,0.25,0.25,0.25,4.64583,420.016,11.343,51456
884,1,BALZUJ,C6,6/m m m,P n 3 m,224,0.5,0.5,0.5,1.36994,10.7691,11.343,51456
885,2,FLOHMN01,C6 H6,6/m m m,P n 3 m,224,0.5,0.5,0.0,2.45202,61.7514,11.2472,270049
886,3,FLOHMN01,C12 H4 Mn4 O16,-4 3 m,P n 3 m,224,0.75,0.75,0.75,4.40539,358.12,11.2472,270049
887,0,EBEMOQ,C38 H44 O6,1,P n 3 n,222,0.947381,0.211373,0.436328,6.73151,1277.65,36.2381,197470
888,1,FIRTOP10,C60 H60 N8 Ni2,4 2 2,P n 3 n,222,0.75,0.25,0.75,8.26809,2367.51,20.841,266820
